cases/pglib-opf/pglib_opf_case10000_tamu.m
ipopt
ACT
[warn | PowerModels]: no active generators found at bus 20428, updating to bus type from 2 to 1
[info | PowerModels]: removing 3 cost terms from generator 2299: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1367: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2375: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1577: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 374: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 364: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 803: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1444: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 570: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2336: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2411: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2470: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 44: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 169: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 189: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2278: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1501: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1594: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1662: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2396: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 82: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 79: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1321: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1092: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1068: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2237: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 507: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 427: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1389: Float64[]
[info | PowerModels]: removing 1 cost terms from generator 1183: [800.0, 1000.0]
[info | PowerModels]: removing 3 cost terms from generator 391: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 534: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 572: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 8: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 64: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1654: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 91: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1489: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2129: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1702: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2337: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 156: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 498: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1686: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2317: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 220: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2122: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 22: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1745: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 878: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2169: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 861: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 490: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2058: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 506: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 860: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1088: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2331: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 472: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 524: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1037: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1226: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 36: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2464: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1543: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 353: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 232: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 407: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 54: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 101: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 792: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1931: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1054: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 335: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 630: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2319: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 168: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 403: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2315: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1013: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 270: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2386: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1027: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2405: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1435: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 453: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 88: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2229: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1273: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 77: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 972: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 449: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 450: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2462: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1322: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2305: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 906: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 586: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 971: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2364: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 635: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 43: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1445: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2329: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 893: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1277: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1531: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2429: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 602: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2330: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 594: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1046: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1253: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2461: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 522: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 962: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 9: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1272: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1382: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1532: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 12: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 192: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 357: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1342: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2219: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2371: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1885: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2373: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 417: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2402: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 694: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1157: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 539: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 991: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1340: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1014: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 761: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1660: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2059: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1398: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1610: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 179: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 993: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 905: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2210: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 782: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1320: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2263: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2349: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 911: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1032: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 889: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1528: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 488: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 525: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2090: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2107: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2109: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 458: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1450: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1541: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1865: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 45: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1427: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1910: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1663: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 436: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 527: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 440: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 105: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 547: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 400: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 480: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 296: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 392: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 775: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1039: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 50: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 526: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1674: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 162: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1639: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 63: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1962: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2379: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 92: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 214: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 573: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 780: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1387: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2459: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 812: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1262: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2355: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1569: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2322: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 544: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 275: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 826: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2266: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2356: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 940: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 899: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 516: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1664: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1451: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1870: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 459: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 465: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 652: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1012: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2345: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 779: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 110: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2257: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1090: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 606: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 943: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1370: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1703: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 231: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1744: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1034: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 173: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1418: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 233: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 798: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2178: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1570: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 579: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1225: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1658: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 100: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2132: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 46: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 532: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 444: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1953: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 147: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1653: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 454: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 342: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 180: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 135: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 48: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1228: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 408: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 32: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 405: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1035: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1661: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 334: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2: Float64[]
[info | PowerModels]: removing 1 cost terms from generator 1779: [800.0, 1254.0]
[info | PowerModels]: removing 3 cost terms from generator 2392: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 183: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1399: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2473: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 752: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 51: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 849: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1515: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 141: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1525: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1781: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 340: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 278: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1297: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1796: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2119: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1871: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2241: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 218: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 612: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 631: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2335: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1742: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 832: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 836: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1372: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2308: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2171: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 419: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1051: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1336: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1965: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 37: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2031: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1530: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 958: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 755: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1249: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1368: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2168: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2361: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1497: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1384: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2133: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 600: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 787: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 272: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 7: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 795: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1844: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 140: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2144: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2404: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 908: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1428: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 369: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 678: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2280: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 118: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 283: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 513: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 813: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1912: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2385: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2432: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1547: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 546: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 784: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 18: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 796: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 806: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 517: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 78: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2304: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1177: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 74: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1419: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2412: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1513: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 33: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 52: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2468: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2022: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1363: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1031: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 121: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1690: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 395: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1069: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1059: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 509: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 961: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2357: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1383: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1498: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2485: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 58: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2346: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 166: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1667: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1554: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 280: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 313: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 645: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 759: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1453: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 909: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1486: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 99: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1964: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2236: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 437: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 285: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 955: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 406: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 647: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1100: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 84: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 104: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 267: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 410: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2350: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2180: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1245: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 349: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 191: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2367: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 807: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1175: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 304: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1276: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2422: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1222: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1843: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1533: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 580: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2425: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 420: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2439: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 838: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 16: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 40: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1280: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1557: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1954: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1194: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1746: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 571: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1828: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 138: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 371: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2030: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 41: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 65: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 475: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 447: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 362: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 505: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1284: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 543: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1062: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2421: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2380: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 467: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1244: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1527: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 289: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 250: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 926: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 359: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1159: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 59: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1048: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2338: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2420: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1558: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 293: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 421: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1243: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 1963: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2228: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2318: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 514: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2328: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 350: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 252: Float64[]
[info | PowerModels]: removing 3 cost terms from generator 2434: Float64[]
