cases/pglib-opf/pglib_opf_case1951_rte.m
ipopt
ACR
[warn | PowerModels]: active generators found at bus 14, updating to bus type from 1 to 2
[info | PowerModels]: removing 1 cost terms from generator 369: [1491.2484, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 13: [3861.8371, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 136: [1961.5739999999998, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 211: [2309.9382, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 134: [773.6606, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 133: [1786.5819, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 148: [2234.1037, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 240: [4283.6192, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 329: [4563.3111, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 193: [1691.6415000000002, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 373: [3074.6757, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 118: [3068.9402999999998, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 283: [2907.2522, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 246: [3550.9686, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 38: [4514.0076, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 375: [3212.5951, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 188: [9736.834, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 307: [4315.0612, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 199: [3342.6578, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 116: [4147.054700000001, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 378: [2707.2271, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 376: [3384.3010999999997, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 66: [3090.0147, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 241: [3382.2032, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 301: [3206.1813, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 18: [3421.8254, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 132: [3077.6665000000003, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 29: [4373.670700000001, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 78: [5352.477, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 388: [5473.3016, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 367: [11286.1407, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 382: [3560.9741999999997, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 74: [2932.4901, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 119: [12243.0598, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 236: [2605.9199, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 42: [2965.8147, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 33: [11843.5397, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 28: [10776.9028, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 52: [3845.6913, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 381: [4097.6852, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 347: [1890.9136, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 121: [1714.8809, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 290: [2517.1331, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 115: [11520.4206, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 314: [2110.3293, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 351: [3013.6384, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 163: [4783.6592, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 339: [3521.2598999999996, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 281: [3805.6292, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 58: [4056.772, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 25: [2569.5208000000002, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 114: [11506.449499999999, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 374: [3647.1899999999996, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 166: [2793.2728, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 31: [2992.3701, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 274: [761.0947, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 370: [9905.1425, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 206: [4546.0202, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 279: [2774.1186, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 280: [4017.7554, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 313: [2258.3628, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 364: [3922.2951000000003, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 44: [10248.6355, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 169: [728.6141, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 129: [3588.7695, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 189: [11659.4277, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 150: [4669.1824, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 259: [2985.4175999999998, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 94: [700.9011, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 352: [2684.3069, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 288: [866.0554, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 99: [1267.5851, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 207: [914.6473000000001, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 47: [3151.2377, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 330: [3051.6301, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 73: [2993.2035, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 82: [11225.9854, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 285: [1865.9008, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 310: [4230.4143, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 79: [2815.4423, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 216: [2025.4072, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 377: [722.2315, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 84: [3488.1543, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 325: [5629.5991, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 104: [6486.2844, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 124: [3971.7113, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 238: [10667.8106, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 209: [1859.4469, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 185: [10701.5504, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 267: [4709.7574, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 70: [4593.156599999999, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 349: [2594.7641, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 391: [2051.2709, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 191: [9285.7929, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 8: [11346.161100000001, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 304: [3318.0851, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 338: [1570.3792999999998, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 198: [1833.0120000000002, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 64: [2250.0032, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 222: [2599.4327, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 343: [10851.7103, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 91: [1005.64, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 60: [2531.0926, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 158: [2132.409, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 156: [7012.191400000001, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 229: [2200.6157000000003, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 348: [3417.0834999999997, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 144: [3500.1367999999998, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 220: [1911.5504999999998, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 22: [10459.7709, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 11: [11932.9141, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 271: [5138.1053, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 383: [3083.3202, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 324: [1434.5443, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 277: [3143.1419, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 16: [4185.970499999999, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 331: [3915.4035, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 40: [4066.6919, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 72: [3608.7983999999997, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 128: [3980.54, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 145: [2648.5192, 0.0]
[info | PowerModels]: removing 3 cost terms from generator 36: Float64[]
[info | PowerModels]: removing 1 cost terms from generator 95: [2242.9932999999996, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 138: [2604.8613, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 336: [11129.6671, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 294: [3998.4026, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 353: [2708.729, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 232: [3848.8815000000004, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 153: [3860.671, 0.0]

******************************************************************************
This program contains Ipopt, a library for large-scale nonlinear optimization.
 Ipopt is released as open source code under the Eclipse Public License (EPL).
         For more information visit http://projects.coin-or.org/Ipopt
******************************************************************************

This is Ipopt version 3.13.2, running with linear solver mumps.
NOTE: Other linear solvers might be more efficient (see Ipopt documentation).

Number of nonzeros in equality constraint Jacobian...:   118599
Number of nonzeros in inequality constraint Jacobian.:    56188
Number of nonzeros in Lagrangian Hessian.............:    95472

Total number of variables............................:    15008
                     variables with only lower bounds:        0
                variables with lower and upper bounds:    15008
                     variables with only upper bounds:        0
Total number of equality constraints.................:    14287
Total number of inequality constraints...............:    13844
        inequality constraints with only lower bounds:     4326
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:     9518

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
   0  8.6365282e+05 5.07e+02 1.00e+02  -1.0 0.00e+00    -  0.00e+00 0.00e+00   0
   1  8.6537152e+05 5.07e+02 1.00e+02  -1.0 2.08e+01    -  5.52e-03 1.00e-03h  1
   2  8.7354445e+05 5.03e+02 9.98e+01  -1.0 2.53e+01    -  1.56e-03 8.57e-03h  1
   3  8.7403292e+05 5.02e+02 9.94e+01  -1.0 7.55e+01    -  4.88e-03 6.67e-04h  1
   4  8.8054319e+05 4.98e+02 9.87e+01  -1.0 8.53e+01    -  6.23e-03 9.38e-03h  1
   5  8.8483997e+05 4.95e+02 9.73e+01  -1.0 1.43e+02    -  1.62e-02 6.03e-03h  1
   6  8.8824669e+05 4.92e+02 5.68e+02  -1.0 2.19e+02    -  4.18e-02 4.63e-03h  1
   7  8.9785458e+05 4.86e+02 3.62e+02  -1.0 2.73e+02    -  7.47e-03 1.25e-02h  1
   8  8.9875837e+05 4.86e+02 6.62e+03  -1.0 4.68e+02    -  1.91e-02 1.15e-03h  1
   9  8.9893350e+05 4.86e+02 1.22e+04  -1.0 3.87e+02    -  5.55e-04 2.52e-04h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  10  8.9896159e+05 4.86e+02 2.08e+04  -1.0 5.79e+02    -  7.82e-05 1.69e-05h  1
  11r 8.9896159e+05 4.86e+02 1.00e+03   1.2 0.00e+00    -  0.00e+00 4.34e-07R  8
  12r 8.9648519e+05 3.94e+02 9.98e+02   1.2 7.80e+03    -  1.56e-03 4.05e-04f  1
  13r 8.9648519e+05 3.94e+02 9.99e+02   1.1 0.00e+00    -  0.00e+00 3.04e-07R  6
  14r 8.9942766e+05 3.40e+02 9.98e+02   1.1 6.92e+03    -  1.59e-03 2.65e-04f  1
  15  9.0024078e+05 3.40e+02 9.84e+01  -1.0 7.06e+01    -  3.16e-02 9.95e-04h  1
  16  9.0233996e+05 3.39e+02 9.69e+01  -1.0 1.09e+02    -  1.86e-02 2.99e-03h  1
  17  9.0243034e+05 3.39e+02 6.71e+02  -1.0 4.02e+02    -  1.29e-03 1.37e-04h  1
  18  9.0290035e+05 3.39e+02 5.06e+02  -1.0 1.00e+03    -  4.00e-04 7.31e-04h  1
  19  9.0326514e+05 3.39e+02 1.10e+03  -1.0 1.11e+03    -  1.58e-03 5.64e-04h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  20  9.0382414e+05 3.38e+02 3.93e+03  -1.0 1.11e+03    -  2.75e-03 8.44e-04h  1
  21  9.0401457e+05 3.38e+02 3.83e+03  -1.0 1.00e+03    -  7.43e-05 7.68e-05h  1
  22r 9.0401457e+05 3.38e+02 1.00e+03   1.1 0.00e+00    -  0.00e+00 2.70e-07R  9
  23r 9.0238151e+05 2.98e+02 9.98e+02   1.1 6.57e+03    -  1.18e-03 2.10e-04f  1
  24r 9.0238151e+05 2.98e+02 9.99e+02   1.0 0.00e+00    -  0.00e+00 2.66e-07R  5
  25r 9.0251044e+05 2.96e+02 9.99e+02   1.0 6.30e+03    -  1.61e-03 1.48e-05f  1
  26r 9.2193324e+05 1.50e+02 9.97e+02   1.0 3.30e+03    -  8.81e-04 1.55e-03f  1
  27  9.3064851e+05 1.47e+02 9.81e+01  -1.0 7.89e+01    -  2.44e-02 1.38e-02h  1
  28  9.4780723e+05 1.43e+02 9.63e+01  -1.0 9.97e+01    -  1.32e-02 3.28e-02h  1
  29  9.7114171e+05 1.38e+02 9.37e+01  -1.0 1.10e+02    -  2.58e-02 2.99e-02h  2
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  30  9.9284567e+05 1.35e+02 9.02e+01  -1.0 1.12e+02    -  4.11e-02 2.64e-02h  3
  31  1.0211140e+06 1.30e+02 8.24e+01  -1.0 1.14e+02    -  1.05e-01 3.35e-02h  3
  32  1.0634215e+06 1.24e+02 7.59e+01  -1.0 1.16e+02    -  9.18e-02 4.95e-02h  3
  33  1.0902058e+06 1.20e+02 6.78e+01  -1.0 1.17e+02    -  1.38e-01 3.15e-02h  4
  34  1.1247878e+06 1.15e+02 5.93e+01  -1.0 1.18e+02    -  1.66e-01 4.12e-02h  4
  35  1.1650748e+06 1.09e+02 6.48e+01  -1.0 1.19e+02    -  1.58e-01 4.93e-02h  4
  36  1.2083205e+06 1.03e+02 7.03e+01  -1.0 1.20e+02    -  1.76e-01 5.47e-02h  4
  37  1.2504588e+06 9.75e+01 7.21e+01  -1.0 1.33e+02    -  1.73e-01 5.56e-02h  4
  38  1.2923975e+06 9.19e+01 7.11e+01  -1.0 1.54e+02    -  1.54e-01 5.79e-02h  4
  39  1.6376089e+06 4.82e+01 1.54e+02  -1.0 1.65e+02    -  2.36e-01 4.99e-01w  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  40  1.7186831e+06 3.83e+01 1.30e+02  -1.0 1.55e+02    -  1.89e-01 2.04e-01w  1
  41  1.7922500e+06 2.95e+01 1.06e+02  -1.0 1.31e+02    -  3.58e-01 2.31e-01w  1
  42  1.3355489e+06 8.62e+01 7.02e+01  -1.0 1.20e+02    -  2.36e-01 6.24e-02h  3
  43  1.3932590e+06 7.86e+01 6.45e+01  -1.0 1.82e+02    -  1.71e-01 8.92e-02h  3
  44  1.4545485e+06 7.06e+01 5.76e+01  -1.0 1.84e+02    -  5.57e-01 1.02e-01h  3
  45  1.5092666e+06 6.34e+01 5.04e+01  -1.0 2.00e+02    -  2.61e-01 1.04e-01h  3
  46  1.5651921e+06 5.61e+01 4.36e+01  -1.0 1.86e+02    -  6.55e-01 1.17e-01h  3
  47  1.6145965e+06 4.97e+01 4.07e+01  -1.0 1.70e+02    -  4.07e-01 1.15e-01h  3
  48  1.7000866e+06 3.90e+01 3.57e+01  -1.0 1.52e+02    -  6.16e-01 2.17e-01H  1
  49  1.8564426e+06 2.04e+01 3.13e+01  -1.0 1.60e+02    -  4.84e-01 4.80e-01H  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  50  1.8974889e+06 1.62e+01 2.61e+01  -1.0 1.68e+02    -  3.21e-01 2.02e-01h  1
  51  1.9262130e+06 1.35e+01 2.23e+01  -1.0 1.50e+02    -  1.11e-01 1.66e-01h  1
  52  1.9569896e+06 1.08e+01 1.84e+01  -1.0 1.07e+02    -  1.96e-01 2.04e-01h  1
  53  1.9738478e+06 9.34e+00 1.61e+01  -1.0 1.72e+02    -  3.59e-02 1.34e-01h  1
  54  1.9801535e+06 8.81e+00 1.52e+01  -1.0 2.08e+02    -  2.66e-01 5.69e-02h  1
  55  1.9919617e+06 7.83e+00 1.36e+01  -1.0 9.57e+01    -  1.62e-01 1.11e-01h  1
  56  2.0034768e+06 6.88e+00 1.21e+01  -1.0 2.90e+01    -  2.79e-01 1.21e-01h  1
  57  2.0122387e+06 6.16e+00 1.09e+01  -1.0 2.54e+01    -  1.19e-01 1.05e-01h  1
  58  2.0211323e+06 5.47e+00 9.72e+00  -1.0 4.41e+01    -  1.05e-01 1.12e-01h  1
  59  2.0677719e+06 1.95e+00 4.78e+00  -1.0 9.68e+01    -  3.55e-01 6.44e-01H  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  60  2.0931300e+06 9.01e-01 1.01e+00  -1.0 3.77e+01    -  9.90e-01 1.00e+00h  1
  61  2.0933940e+06 3.03e-02 2.62e-02  -1.0 1.42e+01    -  9.94e-01 1.00e+00h  1
  62  2.0913132e+06 7.64e-02 3.81e+01  -1.7 6.36e+01    -  2.21e-01 4.50e-01f  1
  63  2.0904586e+06 7.74e-02 1.35e+01  -1.7 1.02e+02    -  5.99e-01 2.87e-01f  1
  64  2.0887471e+06 7.81e-02 1.89e+01  -1.7 7.08e+01    -  3.83e-01 7.70e-01f  1
  65  2.0882349e+06 3.74e-02 1.32e+00  -1.7 2.41e+01    -  8.43e-01 7.49e-01h  1
  66  2.0879599e+06 6.00e-03 2.14e-02  -1.7 2.87e+00    -  1.00e+00 1.00e+00h  1
  67  2.0871229e+06 2.81e-02 8.69e+00  -2.5 3.71e+01    -  3.06e-01 5.22e-01f  1
  68  2.0863812e+06 9.83e-02 1.48e+01  -2.5 2.63e+01    -  2.40e-01 6.77e-01f  1
  69  2.0861083e+06 7.93e-02 1.08e+01  -2.5 1.21e+01    -  3.65e-01 6.09e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  70  2.0859811e+06 2.16e-02 7.07e+00  -2.5 4.65e+00    -  4.29e-01 7.32e-01h  1
  71  2.0859342e+06 1.16e-02 2.11e+00  -2.5 5.28e+00    -  7.03e-01 5.58e-01h  1
  72  2.0858851e+06 8.06e-04 6.84e-03  -2.5 2.20e+00    -  1.00e+00 1.00e+00h  1
  73  2.0858854e+06 8.41e-05 3.33e-04  -2.5 6.33e-01    -  1.00e+00 1.00e+00h  1
  74  2.0857304e+06 1.54e-03 7.81e-01  -3.8 5.14e+00    -  4.14e-01 4.71e-01f  1
  75  2.0856967e+06 1.69e-03 7.90e-01  -3.8 8.07e+00    -  3.78e-01 2.11e-01h  1
  76  2.0856391e+06 1.42e-02 1.65e+00  -3.8 7.51e+00    -  7.14e-01 4.81e-01h  1
  77  2.0856198e+06 4.27e-03 3.38e+00  -3.8 3.26e+00    -  1.00e+00 3.70e-01h  1
  78  2.0856054e+06 1.09e-03 1.79e+00  -3.8 1.89e+00    -  1.00e+00 4.91e-01h  1
  79  2.0855930e+06 3.35e-04 6.42e-04  -3.8 1.16e+00    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  80  2.0855932e+06 8.80e-07 7.72e-06  -3.8 2.11e-02    -  1.00e+00 1.00e+00h  1
  81  2.0855859e+06 1.43e-04 6.24e-01  -5.7 1.24e+00    -  8.11e-01 6.35e-01f  1
  82  2.0855836e+06 1.89e-04 5.73e-01  -5.7 3.19e-01    -  9.05e-01 5.58e-01h  1
  83  2.0855827e+06 1.65e-04 4.57e-01  -5.7 1.90e-01    -  9.36e-01 5.21e-01h  1
  84  2.0855820e+06 1.13e-04 1.04e-05  -5.7 6.65e-01    -  1.00e+00 1.00e+00h  1
  85  2.0855820e+06 1.26e-06 1.35e-07  -5.7 2.42e-02    -  1.00e+00 1.00e+00h  1
  86  2.0855820e+06 3.52e-09 1.19e-09  -5.7 3.36e-03    -  1.00e+00 1.00e+00h  1
  87  2.0855818e+06 2.14e-05 1.58e-02  -8.6 3.27e-01    -  8.55e-01 9.56e-01h  1
  88  2.0855818e+06 1.09e-05 3.04e-03  -8.6 2.19e-01    -  9.11e-01 1.00e+00h  1
  89  2.0855818e+06 2.09e-06 5.45e-08  -8.6 9.47e-02    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  90  2.0855818e+06 2.44e-07 1.22e-08  -8.6 3.24e-02    -  1.00e+00 1.00e+00h  1
  91  2.0855818e+06 3.40e-09 1.00e-09  -8.6 3.81e-03    -  1.00e+00 1.00e+00h  1

Number of Iterations....: 91

                                   (scaled)                 (unscaled)
Objective...............:   1.6108300351055686e+04    2.0855818366605558e+06
Dual infeasibility......:   1.0018251533153045e-09    1.2970880215349000e-07
Constraint violation....:   3.0224756031316247e-09    3.4026328421532526e-09
Complementarity.........:   3.0099854926981712e-09    3.8971033165343658e-07
Overall NLP error.......:   3.0224756031316247e-09    3.8971033165343658e-07


Number of objective function evaluations             = 194
Number of objective gradient evaluations             = 91
Number of equality constraint evaluations            = 194
Number of inequality constraint evaluations          = 194
Number of equality constraint Jacobian evaluations   = 96
Number of inequality constraint Jacobian evaluations = 96
Number of Lagrangian Hessian evaluations             = 91
Total CPU secs in IPOPT (w/o function evaluations)   =     52.842
Total CPU secs in NLP function evaluations           =      2.195

EXIT: Optimal Solution Found.
Time to Solution........:22.74125909805298
