cases/pglib-opf/pglib_opf_case1888_rte.m
ipopt
DCP
[warn | PowerModels]: active generators found at bus 14, updating to bus type from 1 to 2
[info | PowerModels]: removing 1 cost terms from generator 11: [2334.7606, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 271: [4486.1896, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 277: [12238.500399999999, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 16: [2299.3552999999997, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 40: [3566.0132, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 72: [10313.4064, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 128: [2942.9072, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 145: [4165.2275, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 36: [12091.811300000001, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 95: [4543.6313, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 138: [3207.935, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 294: [2202.2236, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 232: [3490.6404, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 153: [707.2944, 0.0]

******************************************************************************
This program contains Ipopt, a library for large-scale nonlinear optimization.
 Ipopt is released as open source code under the Eclipse Public License (EPL).
         For more information visit http://projects.coin-or.org/Ipopt
******************************************************************************

This is Ipopt version 3.13.2, running with linear solver mumps.
NOTE: Other linear solvers might be more efficient (see Ipopt documentation).

Number of nonzeros in equality constraint Jacobian...:    12946
Number of nonzeros in inequality constraint Jacobian.:     9232
Number of nonzeros in Lagrangian Hessian.............:        0

Total number of variables............................:     4709
                     variables with only lower bounds:        0
                variables with lower and upper bounds:     2821
                     variables with only upper bounds:        0
Total number of equality constraints.................:     4420
Total number of inequality constraints...............:     4616
        inequality constraints with only lower bounds:     2308
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:     2308

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
   0  6.7635069e+05 7.11e+00 4.48e+01  -1.0 0.00e+00    -  0.00e+00 0.00e+00   0
   1  6.8608908e+05 7.03e+00 4.43e+01  -1.0 1.10e+01    -  7.95e-03 9.95e-03h  1
   2  6.8807288e+05 6.95e+00 4.44e+01  -1.0 3.84e+01    -  3.01e-03 1.15e-02h  1
   3  6.9289631e+05 6.81e+00 4.39e+01  -1.0 4.08e+01    -  1.52e-02 2.01e-02h  1
   4  7.0879491e+05 6.43e+00 4.21e+01  -1.0 3.61e+01    -  4.69e-02 5.63e-02h  1
   5  7.5276434e+05 5.53e+00 2.86e+01  -1.0 3.16e+01    -  2.50e-01 1.40e-01h  1
   6  8.2110453e+05 4.47e+00 2.81e+01  -1.0 2.41e+01    -  9.26e-02 1.91e-01h  1
   7  8.8261004e+05 3.75e+00 2.72e+01  -1.0 1.82e+01    -  7.94e-02 1.60e-01h  1
   8  9.4479766e+05 3.15e+00 2.81e+01  -1.0 1.83e+01    -  2.78e-02 1.62e-01h  1
   9  9.9685525e+05 2.67e+00 2.74e+01  -1.0 2.27e+01    -  5.80e-02 1.50e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  10  1.0438426e+06 2.27e+00 2.57e+01  -1.0 2.49e+01    -  8.21e-02 1.51e-01h  1
  11  1.1005694e+06 1.81e+00 2.45e+01  -1.0 1.88e+01    -  7.98e-02 2.04e-01h  1
  12  1.1417252e+06 1.50e+00 2.33e+01  -1.0 1.52e+01    -  7.19e-02 1.73e-01h  1
  13  1.1891911e+06 1.15e+00 2.17e+01  -1.0 1.45e+01    -  9.84e-02 2.33e-01h  1
  14  1.2228608e+06 9.03e-01 1.84e+01  -1.0 1.50e+01    -  1.62e-01 2.12e-01h  1
  15  1.2259432e+06 8.82e-01 1.79e+01  -1.0 1.06e+01    -  2.39e-02 2.41e-02h  1
  16  1.2710315e+06 5.64e-01 1.58e+01  -1.0 1.01e+01    -  1.58e-01 3.60e-01h  1
  17  1.2988730e+06 3.71e-01 1.19e+01  -1.0 7.70e+00    -  2.55e-01 3.42e-01h  1
  18  1.3078335e+06 3.11e-01 8.10e+00  -1.0 8.38e+00    -  3.10e-01 1.61e-01h  1
  19  1.3313598e+06 1.59e-01 6.02e+01  -1.0 7.59e+00    -  4.90e-02 4.88e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  20  1.3563522e+06 9.09e-13 4.62e+00  -1.0 3.88e+00    -  5.13e-01 1.00e+00h  1
  21  1.3562962e+06 9.09e-13 4.74e-02  -1.0 5.94e-01    -  9.90e-01 1.00e+00f  1
  22  1.3563070e+06 9.09e-13 1.00e-06  -1.0 4.31e-01    -  1.00e+00 1.00e+00f  1
  23  1.3532268e+06 9.09e-13 7.58e-02  -2.5 4.45e-01    -  8.28e-01 9.71e-01f  1
  24  1.3530095e+06 9.09e-13 1.52e-02  -2.5 4.33e-01    -  8.27e-01 8.96e-01f  1
  25  1.3528852e+06 9.09e-13 8.40e-03  -3.8 6.12e-01    -  7.28e-01 9.56e-01f  1
  26  1.3528776e+06 9.09e-13 1.30e-03  -3.8 1.13e+00    -  8.55e-01 9.61e-01f  1
  27  1.3528718e+06 4.55e-13 2.80e-05  -5.7 7.94e-03    -  9.87e-01 9.97e-01f  1
  28  1.3528718e+06 4.55e-13 1.84e-11  -5.7 1.39e-04    -  1.00e+00 1.00e+00f  1
  29  1.3528717e+06 4.55e-13 2.51e-14  -8.6 4.44e-04    -  1.00e+00 1.00e+00f  1

Number of Iterations....: 29

                                   (scaled)                 (unscaled)
Objective...............:   1.0450814147174859e+04    1.3528717386805303e+06
Dual infeasibility......:   2.5059035640133008e-14    3.2439253668374411e-12
Constraint violation....:   1.0553417788140964e-14    4.5474735088646412e-13
Complementarity.........:   2.8474257560118079e-09    3.6860303695485527e-07
Overall NLP error.......:   2.8474257560118079e-09    3.6860303695485527e-07


Number of objective function evaluations             = 30
Number of objective gradient evaluations             = 30
Number of equality constraint evaluations            = 30
Number of inequality constraint evaluations          = 30
Number of equality constraint Jacobian evaluations   = 1
Number of inequality constraint Jacobian evaluations = 1
Number of Lagrangian Hessian evaluations             = 1
Total CPU secs in IPOPT (w/o function evaluations)   =      1.914
Total CPU secs in NLP function evaluations           =      0.215

EXIT: Optimal Solution Found.
Time to Solution........:2.8456850051879883
